UN Number,Shipping Name and Description,English Shipping Name,French Shipping Name,Primary Class,Secondary Class,Packing Group,Special Provisions,6 (a) Explosive Limit and Limited Quantity Index,6 (b) Excepted Quantities,ERAP Index,Passenger Carrying Vessel Index,Road or Railway Passenger Carrying Vehicle Index
UN3293,"HYDRAZINE, AQUEOUS SOLUTION with not more than 37% hydrazine, by mass::HYDRAZINE EN SOLUTION AQUEUSE contenant au plus 37 % (masse) d’hydrazine","HYDRAZINE, AQUEOUS SOLUTION with not more than 37% hydrazine, by mass",HYDRAZINE EN SOLUTION AQUEUSE contenant au plus 37 % (masse) d’hydrazine,6.1,,III,,5 L,E1,,,60 L
UN3294,"HYDROGEN CYANIDE, SOLUTION IN ALCOHOL with not more than 45% hydrogen cyanide::CYANURE D’HYDROGÈNE EN SOLUTION ALCOOLIQUE contenant au plus 45 % de cyanure d’hydrogène","HYDROGEN CYANIDE, SOLUTION IN ALCOHOL with not more than 45% hydrogen cyanide",CYANURE D’HYDROGÈNE EN SOLUTION ALCOOLIQUE contenant au plus 45 % de cyanure d’hydrogène,6.1,3,I,23; 68,0,E0,1 000,Forbidden,Forbidden
UN3295,"HYDROCARBONS, LIQUID, N.O.S.::HYDROCARBURES LIQUIDES, N.S.A.","HYDROCARBONS, LIQUID, N.O.S.","HYDROCARBURES LIQUIDES, N.S.A.",3,,I,150,0.5 L,E3,,Forbidden,1 L
UN3296,"HEPTAFLUOROPROPANE;
or
REFRIGERANT GAS R 227::GAZ RÉFRIGÉRANT R 227;
ou
HEPTAFLUOROPROPANE","HEPTAFLUOROPROPANE;
or
REFRIGERANT GAS R 227","GAZ RÉFRIGÉRANT R 227;
ou
HEPTAFLUOROPROPANE",2.2,,,,0.125 L,E1,,,75 L
UN3297,"ETHYLENE OXIDE AND CHLOROTETRAFLUOROETHANE MIXTURE with not more than 8.8% ethylene oxide::OXYDE D’ÉTHYLÈNE ET CHLOROTÉTRAFLUORÉTHANE EN MÉLANGE contenant au plus 8,8 % d’oxyde d’éthylène",ETHYLENE OXIDE AND CHLOROTETRAFLUOROETHANE MIXTURE with not more than 8.8% ethylene oxide,"OXYDE D’ÉTHYLÈNE ET CHLOROTÉTRAFLUORÉTHANE EN MÉLANGE contenant au plus 8,8 % d’oxyde d’éthylène",2.2,,,,0.125 L,E1,,,75 L
UN3298,"ETHYLENE OXIDE AND PENTAFLUOROETHANE MIXTURE with not more than 7.9% ethylene oxide::OXYDE D’ÉTHYLÈNE ET PENTAFLUORÉTHANE EN MÉLANGE contenant au plus 7,9 % d’oxyde d’éthylène",ETHYLENE OXIDE AND PENTAFLUOROETHANE MIXTURE with not more than 7.9% ethylene oxide,"OXYDE D’ÉTHYLÈNE ET PENTAFLUORÉTHANE EN MÉLANGE contenant au plus 7,9 % d’oxyde d’éthylène",2.2,,,,0.125 L,E1,,,75 L
UN3299,"ETHYLENE OXIDE AND TETRAFLUOROETHANE MIXTURE with not more than 5.6% ethylene oxide::OXYDE D’ÉTHYLÈNE ET TÉTRAFLUORÉTHANE EN MÉLANGE contenant au plus 5,6 % d’oxyde d’éthylène",ETHYLENE OXIDE AND TETRAFLUOROETHANE MIXTURE with not more than 5.6% ethylene oxide,"OXYDE D’ÉTHYLÈNE ET TÉTRAFLUORÉTHANE EN MÉLANGE contenant au plus 5,6 % d’oxyde d’éthylène",2.2,,,,0.125 L,E1,,,75 L
UN3300,ETHYLENE OXIDE AND CARBON DIOXIDE MIXTURE with more than 87% ethylene oxide::OXYDE D’ÉTHYLÈNE ET DIOXYDE DE CARBONE EN MÉLANGE contenant plus de 87 % d’oxyde d’éthylène,ETHYLENE OXIDE AND CARBON DIOXIDE MIXTURE with more than 87% ethylene oxide,OXYDE D’ÉTHYLÈNE ET DIOXYDE DE CARBONE EN MÉLANGE contenant plus de 87 % d’oxyde d’éthylène,2.3,2.1,,23,0,E0,500,Forbidden,Forbidden
UN3301,"CORROSIVE LIQUID, SELF-HEATING, N.O.S.::LIQUIDE CORROSIF, AUTO-ÉCHAUFFANT, N.S.A.","CORROSIVE LIQUID, SELF-HEATING, N.O.S.","LIQUIDE CORROSIF, AUTO-ÉCHAUFFANT, N.S.A.",8,4.2,I,16,0,E0,3 000,Forbidden,0.5 L
UN3302,2-DIMETHYLAMINOETHYL ACRYLATE::ACRYLATE DE 2-DIMÉTHYLAMINOÉTHYLE,2-DIMETHYLAMINOETHYL ACRYLATE,ACRYLATE DE 2-DIMÉTHYLAMINOÉTHYLE,6.1,,II,,0.1 L,E4,,Forbidden,5 L
UN3303,"COMPRESSED GAS, TOXIC, OXIDIZING, N.O.S.::GAZ COMPRIMÉ TOXIQUE, COMBURANT, N.S.A.","COMPRESSED GAS, TOXIC, OXIDIZING, N.O.S.","GAZ COMPRIMÉ TOXIQUE, COMBURANT, N.S.A.",2.2,5.1,,16; 23; 38,0,E0,25,Forbidden,Forbidden
UN3304,"COMPRESSED GAS, TOXIC, CORROSIVE, N.O.S.::GAZ COMPRIMÉ TOXIQUE, CORROSIF, N.S.A.","COMPRESSED GAS, TOXIC, CORROSIVE, N.O.S.","GAZ COMPRIMÉ TOXIQUE, CORROSIF, N.S.A.",2.3,8,,16; 23; 38,0,E0,25,Forbidden,Forbidden
UN3305,"COMPRESSED GAS, TOXIC, FLAMMABLE, CORROSIVE, N.O.S.::GAZ COMPRIMÉ TOXIQUE, INFLAMMABLE, CORROSIF, N.S.A.","COMPRESSED GAS, TOXIC, FLAMMABLE, CORROSIVE, N.O.S.","GAZ COMPRIMÉ TOXIQUE, INFLAMMABLE, CORROSIF, N.S.A.",2.3,2.1;8,,16; 23; 38,0,E0,25,Forbidden,Forbidden
UN3306,"COMPRESSED GAS, TOXIC, OXIDIZING, CORROSIVE, N.O.S.::GAZ COMPRIMÉ TOXIQUE, COMBURANT, CORROSIF, N.S.A.","COMPRESSED GAS, TOXIC, OXIDIZING, CORROSIVE, N.O.S.","GAZ COMPRIMÉ TOXIQUE, COMBURANT, CORROSIF, N.S.A.",2.3,5.1;8,,16; 23; 38,0,E0,25,Forbidden,Forbidden
UN3307,"LIQUEFIED GAS, TOXIC, OXIDIZING, N.O.S.::GAZ LIQUÉFIÉ TOXIQUE, COMBURANT, N.S.A.","LIQUEFIED GAS, TOXIC, OXIDIZING, N.O.S.","GAZ LIQUÉFIÉ TOXIQUE, COMBURANT, N.S.A.",2.3,5.1,,16; 23; 38,0,E0,25,Forbidden,Forbidden
UN3308,"LIQUEFIED GAS, TOXIC, CORROSIVE, N.O.S.::GAZ LIQUÉFIÉ TOXIQUE, CORROSIF, N.S.A.","LIQUEFIED GAS, TOXIC, CORROSIVE, N.O.S.","GAZ LIQUÉFIÉ TOXIQUE, CORROSIF, N.S.A.",2.3,2.1;8,,16; 23; 38,0,E0,25,Forbidden,Forbidden
UN3309,"LIQUEFIED GAS, TOXIC, FLAMMABLE, CORROSIVE, N.O.S.::GAZ LIQUÉFIÉ TOXIQUE, INFLAMMABLE, CORROSIF, N.S.A.","LIQUEFIED GAS, TOXIC, FLAMMABLE, CORROSIVE, N.O.S.","GAZ LIQUÉFIÉ TOXIQUE, INFLAMMABLE, CORROSIF, N.S.A.",2.3,2.1;8,,16; 23; 38,0,E0,25,Forbidden,Forbidden
UN3310,"LIQUEFIED GAS, TOXIC, OXIDIZING, CORROSIVE, N.O.S.::GAZ LIQUÉFIÉ TOXIQUE, COMBURANT, CORROSIF, N.S.A.","LIQUEFIED GAS, TOXIC, OXIDIZING, CORROSIVE, N.O.S.","GAZ LIQUÉFIÉ TOXIQUE, COMBURANT, CORROSIF, N.S.A.",2.3,5.1;8,,16; 23; 38,0,E0,25,Forbidden,Forbidden
UN3311,"GAS, REFRIGERATED LIQUID, OXIDIZING, N.O.S.::GAZ LIQUIDE RÉFRIGÉRÉ, COMBURANT, N.S.A.","GAS, REFRIGERATED LIQUID, OXIDIZING, N.O.S.","GAZ LIQUIDE RÉFRIGÉRÉ, COMBURANT, N.S.A.",2.2,5.1,,16,0,E0,3 000,Forbidden,Forbidden
UN3312,"GAS, REFRIGERATED LIQUID, FLAMMABLE, N.O.S.::GAZ LIQUIDE RÉFRIGÉRÉ, INFLAMMABLE, N.S.A.","GAS, REFRIGERATED LIQUID, FLAMMABLE, N.O.S.","GAZ LIQUIDE RÉFRIGÉRÉ, INFLAMMABLE, N.S.A.",2.1,,,16,0,E0,3 000,Forbidden,Forbidden
UN3313,"ORGANIC PIGMENTS, SELF-HEATING::PIGMENTS ORGANIQUES, AUTO-ÉCHAUFFANTS","ORGANIC PIGMENTS, SELF-HEATING","PIGMENTS ORGANIQUES, AUTO-ÉCHAUFFANTS",4.2,,II,,0,E2,,,15 kg
UN3314,"PLASTICS MOULDING COMPOUND in dough, sheet or extruded rope form evolving flammable vapour::MATIÈRE PLASTIQUE POUR MOULAGE en pâte, en feuille ou en cordon extrudé, dégageant des vapeurs inflammables","PLASTICS MOULDING COMPOUND in dough, sheet or extruded rope form evolving flammable vapour","MATIÈRE PLASTIQUE POUR MOULAGE en pâte, en feuille ou en cordon extrudé, dégageant des vapeurs inflammables",9,,III,152,5 kg,E1,,Forbidden,100 kg
UN3315,"CHEMICAL SAMPLE, TOXIC::ÉCHANTILLON CHIMIQUE TOXIQUE","CHEMICAL SAMPLE, TOXIC",ÉCHANTILLON CHIMIQUE TOXIQUE,,,,,,,,,
UN3316,"CHEMICAL KIT;
or
FIRST AID KIT::TROUSSE CHIMIQUE;
ou
TROUSSE DE PREMIERS SECOURS","CHEMICAL KIT;
or
FIRST AID KIT","TROUSSE CHIMIQUE;
ou
TROUSSE DE PREMIERS SECOURS",9,,II,65; 141,See SP65,See SP141,,,10 kg
UN3317,"2-AMINO-4,6-DINITROPHENOL, WETTED with not less than 20% water, by mass::2-AMINO-4,6-DINITROPHÉNOL, HUMIDIFIÉ avec au moins 20 % (masse) d’eau","2-AMINO-4,6-DINITROPHENOL, WETTED with not less than 20% water, by mass","2-AMINO-4,6-DINITROPHÉNOL, HUMIDIFIÉ avec au moins 20 % (masse) d’eau",4.1,,I,38; 62,0,E0,75,Forbidden,1 kg
UN3318,"AMMONIA SOLUTION, relative density less than 0.880 at 15°C in water, with more than 50% ammonia::AMMONIAC EN SOLUTION aqueuse de densité relative inférieure à 0,880 à 15 °C contenant plus de 50 % d’ammoniac","AMMONIA SOLUTION, relative density less than 0.880 at 15°C in water, with more than 50% ammonia","AMMONIAC EN SOLUTION aqueuse de densité relative inférieure à 0,880 à 15 °C contenant plus de 50 % d’ammoniac",2.3,8,,23,0,E0,3 000,Forbidden,Forbidden
UN3319,"NITROGLYCERIN MIXTURE, DESENSITIZED, SOLID, N.O.S. with more than 2% but not more than 10% nitroglycerin, by mass::NITROGLYCÉRINE EN MÉLANGE, DÉSENSIBILISÉE, SOLIDE, N.S.A., avec plus de 2 % mais au plus 10 % (masse) de nitroglycérine","NITROGLYCERIN MIXTURE, DESENSITIZED, SOLID, N.O.S. with more than 2% but not more than 10% nitroglycerin, by mass","NITROGLYCÉRINE EN MÉLANGE, DÉSENSIBILISÉE, SOLIDE, N.S.A., avec plus de 2 % mais au plus 10 % (masse) de nitroglycérine",,,,,,,,,
UN3320,"SODIUM BOROHYDRIDE AND SODIUM HYDROXIDE SOLUTION, with not more than 12% sodium borohydride and not more than 40% sodium hydroxide, by mass::BOROHYDRURE DE SODIUM ET
HYDROXYDE DE SODIUM EN SOLUTION, contenant au plus 12 % (masse) de borohydrure de sodium et au plus 40 % (masse) d’hydroxyde de sodium","SODIUM BOROHYDRIDE AND SODIUM HYDROXIDE SOLUTION, with not more than 12% sodium borohydride and not more than 40% sodium hydroxide, by mass","BOROHYDRURE DE SODIUM ET
HYDROXYDE DE SODIUM EN SOLUTION, contenant au plus 12 % (masse) de borohydrure de sodium et au plus 40 % (masse) d’hydroxyde de sodium",8,,II,,1 L,E2,,,1 L
UN3321,"RADIOACTIVE MATERIAL, LOW SPECIFIC ACTIVITY (LSA-II), non-fissile or fissile excepted::MATIÈRES RADIOACTIVES DE FAIBLE ACTIVITÉ SPÉCIFIQUE (FAS-II), non fissiles ou fissiles exceptées","RADIOACTIVE MATERIAL, LOW SPECIFIC ACTIVITY (LSA-II), non-fissile or fissile excepted","MATIÈRES RADIOACTIVES DE FAIBLE ACTIVITÉ SPÉCIFIQUE (FAS-II), non fissiles ou fissiles exceptées",7,,,74,0,E0,100,,
UN3322,"RADIOACTIVE MATERIAL, LOW SPECIFIC ACTIVITY (LSA-III), non-fissile or fissile excepted::MATIÈRES RADIOACTIVES DE FAIBLE ACTIVITÉ SPÉCIFIQUE (FAS-III), non fissiles ou fissiles exceptées","RADIOACTIVE MATERIAL, LOW SPECIFIC ACTIVITY (LSA-III), non-fissile or fissile excepted","MATIÈRES RADIOACTIVES DE FAIBLE ACTIVITÉ SPÉCIFIQUE (FAS-III), non fissiles ou fissiles exceptées",7,,,74,0,E0,100,,
UN3323,"RADIOACTIVE MATERIAL, TYPE C PACKAGE, non-fissile or fissile excepted::MATIÈRES RADIOACTIVES EN COLIS DE TYPE C, non fissiles ou fissiles exceptées","RADIOACTIVE MATERIAL, TYPE C PACKAGE, non-fissile or fissile excepted","MATIÈRES RADIOACTIVES EN COLIS DE TYPE C, non fissiles ou fissiles exceptées",7,,,74,0,E0,,,
UN3324,"RADIOACTIVE MATERIAL, LOW SPECIFIC ACTIVITY (LSA-II), FISSILE::MATIÈRES RADIOACTIVES DE FAIBLE ACTIVITÉ SPÉCIFIQUE (FAS-II), FISSILES","RADIOACTIVE MATERIAL, LOW SPECIFIC ACTIVITY (LSA-II), FISSILE","MATIÈRES RADIOACTIVES DE FAIBLE ACTIVITÉ SPÉCIFIQUE (FAS-II), FISSILES",7,,,74,0,E0,25,,Forbidden
UN3325,"RADIOACTIVE MATERIAL, LOW SPECIFIC ACTIVITY, (LSA-III), FISSILE::MATIÈRES RADIOACTIVES DE FAIBLE ACTIVITÉ SPÉCIFIQUE (FAS-III), FISSILES","RADIOACTIVE MATERIAL, LOW SPECIFIC ACTIVITY, (LSA-III), FISSILE","MATIÈRES RADIOACTIVES DE FAIBLE ACTIVITÉ SPÉCIFIQUE (FAS-III), FISSILES",7,,,74,0,E0,25,,Forbidden
UN3326,"RADIOACTIVE MATERIAL, SURFACE CONTAMINATED OBJECTS (SCO-I), FISSILE;
or
RADIOACTIVE MATERIAL, SURFACE CONTAMINATED OBJECTS (SCO-II), FISSILE::MATIÈRES RADIOACTIVES, OBJETS CONTAMINÉS SUPERFICIELLEMENT (OCS-I), FISSILES;
ou
MATIÈRES RADIOACTIVES, OBJETS CONTAMINÉS SUPERFICIELLEMENT (OCS-II), FISSILES","RADIOACTIVE MATERIAL, SURFACE CONTAMINATED OBJECTS (SCO-I), FISSILE;
or
RADIOACTIVE MATERIAL, SURFACE CONTAMINATED OBJECTS (SCO-II), FISSILE","MATIÈRES RADIOACTIVES, OBJETS CONTAMINÉS SUPERFICIELLEMENT (OCS-I), FISSILES;
ou
MATIÈRES RADIOACTIVES, OBJETS CONTAMINÉS SUPERFICIELLEMENT (OCS-II), FISSILES",7,,,74,0,E0,0,,Forbidden
UN3327,"RADIOACTIVE MATERIAL, TYPE A PACKAGE, FISSILE, non-special form::MATIÈRES RADIOACTIVES EN COLIS DE TYPE A, FISSILES qui ne sont pas sous forme spéciale","RADIOACTIVE MATERIAL, TYPE A PACKAGE, FISSILE, non-special form","MATIÈRES RADIOACTIVES EN COLIS DE TYPE A, FISSILES qui ne sont pas sous forme spéciale",7,,,74,0,E0,0,,Forbidden
UN3328,"RADIOACTIVE MATERIAL, TYPE B(U) PACKAGE, FISSILE::MATIÈRES RADIOACTIVES EN COLIS DE TYPE B(U), FISSILES","RADIOACTIVE MATERIAL, TYPE B(U) PACKAGE, FISSILE","MATIÈRES RADIOACTIVES EN COLIS DE TYPE B(U), FISSILES",7,,,74,0,E0,0,,Forbidden
UN3329,"RADIOACTIVE MATERIAL, TYPE B(M) PACKAGE, FISSILE::MATIÈRES RADIOACTIVES EN COLIS DE TYPE B(M), FISSILES","RADIOACTIVE MATERIAL, TYPE B(M) PACKAGE, FISSILE","MATIÈRES RADIOACTIVES EN COLIS DE TYPE B(M), FISSILES",7,,,74,0,E0,0,,Forbidden
UN3330,"RADIOACTIVE MATERIAL, TYPE C PACKAGE, FISSILE::MATIÈRES RADIOACTIVES EN COLIS DE TYPE C, FISSILES","RADIOACTIVE MATERIAL, TYPE C PACKAGE, FISSILE","MATIÈRES RADIOACTIVES EN COLIS DE TYPE C, FISSILES",7,,,74,0,E0,0,,Forbidden
UN3331,"RADIOACTIVE MATERIAL, TRANSPORTED UNDER SPECIAL ARRANGEMENT, FISSILE::MATIÈRES RADIOACTIVES TRANSPORTÉES SOUS ARRANGEMENT SPÉCIAL, FISSILES","RADIOACTIVE MATERIAL, TRANSPORTED UNDER SPECIAL ARRANGEMENT, FISSILE","MATIÈRES RADIOACTIVES TRANSPORTÉES SOUS ARRANGEMENT SPÉCIAL, FISSILES",7,,,74,0,E0,0,,Forbidden
UN3332,"RADIOACTIVE MATERIAL, TYPE A PACKAGE, SPECIAL FORM, non-fissile or fissile excepted::MATIÈRES RADIOACTIVES EN COLIS DE TYPE A SOUS FORME SPÉCIALE, non fissiles ou fissiles exceptées","RADIOACTIVE MATERIAL, TYPE A PACKAGE, SPECIAL FORM, non-fissile or fissile excepted","MATIÈRES RADIOACTIVES EN COLIS DE TYPE A SOUS FORME SPÉCIALE, non fissiles ou fissiles exceptées",7,,,74,0,E0,,,
UN3333,"RADIOACTIVE MATERIAL, TYPE A PACKAGE, SPECIAL FORM, FISSILE::MATIÈRES RADIOACTIVES EN COLIS DE TYPE A SOUS FORME SPÉCIALE, FISSILES","RADIOACTIVE MATERIAL, TYPE A PACKAGE, SPECIAL FORM, FISSILE","MATIÈRES RADIOACTIVES EN COLIS DE TYPE A SOUS FORME SPÉCIALE, FISSILES",7,,,74,0,E0,0,,Forbidden
UN3334,"AVIATION REGULATED LIQUID, N.O.S.::MATIÈRE LIQUIDE RÉGLEMENTÉE POUR L’AVIATION, N.S.A.","AVIATION REGULATED LIQUID, N.O.S.","MATIÈRE LIQUIDE RÉGLEMENTÉE POUR L’AVIATION, N.S.A.",9,,,16; 63,0,E1,,,
UN3335,"AVIATION REGULATED SOLID, N.O.S.::MATIÈRE SOLIDE RÉGLEMENTÉE POUR L’AVIATION, N.S.A.","AVIATION REGULATED SOLID, N.O.S.","MATIÈRE SOLIDE RÉGLEMENTÉE POUR L’AVIATION, N.S.A.",9,,,16; 63,0,E1,,,
UN3336,"MERCAPTAN MIXTURE, LIQUID, FLAMMABLE, N.O.S.;
or
MERCAPTANS, LIQUID, FLAMMABLE, N.O.S.::MERCAPTANS EN MÉLANGE LIQUIDE INFLAMMABLE, N.S.A.;
ou
MERCAPTANS LIQUIDES, INFLAMMABLES, N.S.A.","MERCAPTAN MIXTURE, LIQUID, FLAMMABLE, N.O.S.;
or
MERCAPTANS, LIQUID, FLAMMABLE, N.O.S.","MERCAPTANS EN MÉLANGE LIQUIDE INFLAMMABLE, N.S.A.;
ou
MERCAPTANS LIQUIDES, INFLAMMABLES, N.S.A.",3,,I,16,0,E0,,Forbidden,1 L
UN3337,REFRIGERANT GAS R 404A::GAZ RÉFRIGÉRANT R 404A,REFRIGERANT GAS R 404A,GAZ RÉFRIGÉRANT R 404A,2.2,,,,0.125 L,E1,,,75 L
UN3338,REFRIGERANT GAS R 407A::GAZ RÉFRIGÉRANT R 407A,REFRIGERANT GAS R 407A,GAZ RÉFRIGÉRANT R 407A,2.2,,,,0.125 L,E1,,,75 L
UN3339,REFRIGERANT GAS R 407B::GAZ RÉFRIGÉRANT R 407B,REFRIGERANT GAS R 407B,GAZ RÉFRIGÉRANT R 407B,2.2,,,,0.125 L,E1,,,75 L
UN3340,REFRIGERANT GAS R 407C::GAZ RÉFRIGÉRANT R 407C,REFRIGERANT GAS R 407C,GAZ RÉFRIGÉRANT R 407C,2.2,,,,0.125 L,E1,,,75 L
UN3341,THIOUREA DIOXIDE::DIOXYDE DE THIO-URÉE,THIOUREA DIOXIDE,DIOXYDE DE THIO-URÉE,4.2,,II,,0,E2,,Forbidden,15 kg
UN3342,XANTHATES::XANTHATES,XANTHATES,XANTHATES,4.2,,II,,0,E2,,Forbidden,15 kg
UN3343,"NITROGLYCERIN MIXTURE, DESENSITIZED, LIQUID, FLAMMABLE, N.O.S. with not more than 30% nitroglycerin, by mass::NITROGLYCÉRINE EN MÉLANGE, DÉSENSIBILISÉE, LIQUIDE, INFLAMMABLE, N.S.A., avec au plus 30 % (masse) de nitroglycérine","NITROGLYCERIN MIXTURE, DESENSITIZED, LIQUID, FLAMMABLE, N.O.S. with not more than 30% nitroglycerin, by mass","NITROGLYCÉRINE EN MÉLANGE, DÉSENSIBILISÉE, LIQUIDE, INFLAMMABLE, N.S.A., avec au plus 30 % (masse) de nitroglycérine",,,,,,,,,
UN3344,"PENTAERYTHRITE TETRANITRATE MIXTURE, DESENSITIZED, SOLID, N.O.S. with more than 10% but not more than 20% PETN, by mass;
PENTAERYTHROL TETRANITRATE MIXTURE, DESENSITIZED, SOLID, N.O.S. with more than 10% but not more than 20% PETN, by mass;
or
PETN MIXTURE, DESENSITIZED, SOLID, N.O.S. with more than 10% but not more than 20% PETN, by mass::TÉTRANITRATE DE PENTAÉRYTHRITE EN MÉLANGE, DÉSENSIBILISÉ, SOLIDE, N.S.A., avec plus de 10 % mais au plus 20 % (masse) de PETN;
TÉTRANITRATE DE PENTAÉRYTHRITOL EN MÉLANGE, DÉSENSIBILISÉ, SOLIDE, N.S.A., avec plus de 10 % mais au plus 20 % (masse) de PETN;
PENTHRITE EN MÉLANGE, DÉSENSIBILISÉ, SOLIDE, N.S.A., avec plus de 10 % mais au plus 20 % (masse) de PETN;
ou
PETN EN MÉLANGE, DÉSENSIBILISÉ, SOLIDE, N.S.A., avec plus de 10 % mais au plus 20 % (masse) de PETN","PENTAERYTHRITE TETRANITRATE MIXTURE, DESENSITIZED, SOLID, N.O.S. with more than 10% but not more than 20% PETN, by mass;
PENTAERYTHROL TETRANITRATE MIXTURE, DESENSITIZED, SOLID, N.O.S. with more than 10% but not more than 20% PETN, by mass;
or
PETN MIXTURE, DESENSITIZED, SOLID, N.O.S. with more than 10% but not more than 20% PETN, by mass","TÉTRANITRATE DE PENTAÉRYTHRITE EN MÉLANGE, DÉSENSIBILISÉ, SOLIDE, N.S.A., avec plus de 10 % mais au plus 20 % (masse) de PETN;
TÉTRANITRATE DE PENTAÉRYTHRITOL EN MÉLANGE, DÉSENSIBILISÉ, SOLIDE, N.S.A., avec plus de 10 % mais au plus 20 % (masse) de PETN;
PENTHRITE EN MÉLANGE, DÉSENSIBILISÉ, SOLIDE, N.S.A., avec plus de 10 % mais au plus 20 % (masse) de PETN;
ou
PETN EN MÉLANGE, DÉSENSIBILISÉ, SOLIDE, N.S.A., avec plus de 10 % mais au plus 20 % (masse) de PETN",,,,,,,,,
UN3345,"PHENOXYACETIC ACID DERIVATIVE PESTICIDE, SOLID, TOXIC::ACIDE PHÉNOXYACÉTIQUE, DÉRIVÉ PESTICIDE SOLIDE, TOXIQUE","PHENOXYACETIC ACID DERIVATIVE PESTICIDE, SOLID, TOXIC","ACIDE PHÉNOXYACÉTIQUE, DÉRIVÉ PESTICIDE SOLIDE, TOXIQUE",6.1,,I,16,0,E5,1 000,,5 kg
UN3346,"PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, FLAMMABLE, TOXIC, flash point less than 23°C::ACIDE PHÉNOXYACÉTIQUE, DÉRIVÉ PESTICIDE LIQUIDE, INFLAMMABLE, TOXIQUE, ayant un point d’éclair inférieur à 23 °C","PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, FLAMMABLE, TOXIC, flash point less than 23°C","ACIDE PHÉNOXYACÉTIQUE, DÉRIVÉ PESTICIDE LIQUIDE, INFLAMMABLE, TOXIQUE, ayant un point d’éclair inférieur à 23 °C",3,6.1,I,16,0,E0,1 000,,Forbidden
UN3347,"PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, TOXIC, FLAMMABLE, flash point not less than 23°C::ACIDE PHÉNOXYACÉTIQUE, DÉRIVÉ PESTICIDE LIQUIDE, TOXIQUE, INFLAMMABLE, ayant un point d’éclair égal ou supérieur à 23 °C","PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, TOXIC, FLAMMABLE, flash point not less than 23°C","ACIDE PHÉNOXYACÉTIQUE, DÉRIVÉ PESTICIDE LIQUIDE, TOXIQUE, INFLAMMABLE, ayant un point d’éclair égal ou supérieur à 23 °C",6.1,3,I,16,0,E5,1 000,,1 L
UN3348,"PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, TOXIC::ACIDE PHÉNOXYACÉTIQUE, DÉRIVÉ PESTICIDE LIQUIDE, TOXIQUE","PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, TOXIC","ACIDE PHÉNOXYACÉTIQUE, DÉRIVÉ PESTICIDE LIQUIDE, TOXIQUE",6.1,,I,16,0,E5,1 000,,1 L
UN3349,"PYRETHROID PESTICIDE, SOLID, TOXIC::PYRÉTHROÏDE PESTICIDE SOLIDE, TOXIQUE","PYRETHROID PESTICIDE, SOLID, TOXIC","PYRÉTHROÏDE PESTICIDE SOLIDE, TOXIQUE",6.1,,I,16,0,E5,1 000,,5 kg
UN3350,"PYRETHROID PESTICIDE, LIQUID, FLAMMABLE, TOXIC, flash point less than 23°C::PYRÉTHROÏDE PESTICIDE LIQUIDE, INFLAMMABLE, TOXIQUE, ayant un point d’éclair inférieur à 23 °C","PYRETHROID PESTICIDE, LIQUID, FLAMMABLE, TOXIC, flash point less than 23°C","PYRÉTHROÏDE PESTICIDE LIQUIDE, INFLAMMABLE, TOXIQUE, ayant un point d’éclair inférieur à 23 °C",3,6.1,I,16,0,E0,1 000,,Forbidden
UN3351,"PYRETHROID PESTICIDE, LIQUID, TOXIC, FLAMMABLE, flash point not less than 23°C::PYRÉTHROÏDE PESTICIDE LIQUIDE, TOXIQUE, INFLAMMABLE, ayant un point d’éclair égal ou inférieur à 23 °C","PYRETHROID PESTICIDE, LIQUID, TOXIC, FLAMMABLE, flash point not less than 23°C","PYRÉTHROÏDE PESTICIDE LIQUIDE, TOXIQUE, INFLAMMABLE, ayant un point d’éclair égal ou inférieur à 23 °C",6.1,3,I,16,0,E5,1 000,,1 L
UN3352,"PYRETHROID PESTICIDE, LIQUID, TOXIC::PYRÉTHROÏDE PESTICIDE LIQUIDE, TOXIQUE","PYRETHROID PESTICIDE, LIQUID, TOXIC","PYRÉTHROÏDE PESTICIDE LIQUIDE, TOXIQUE",6.1,,I,16,0,E5,1 000,,1 L
UN3354,"INSECTICIDE GAS, FLAMMABLE, N.O.S.::GAZ INSECTICIDE INFLAMMABLE, N.S.A.","INSECTICIDE GAS, FLAMMABLE, N.O.S.","GAZ INSECTICIDE INFLAMMABLE, N.S.A.",2.1,,,16,0.125 L,E0,3 000,Forbidden,Forbidden
UN3355,"INSECTICIDE GAS, TOXIC, FLAMMABLE, N.O.S.::GAZ INSECTICIDE TOXIQUE, INFLAMMABLE, N.S.A.","INSECTICIDE GAS, TOXIC, FLAMMABLE, N.O.S.","GAZ INSECTICIDE TOXIQUE, INFLAMMABLE, N.S.A.",2.3,2.1,,16; 23; 38,0,E0,25,Forbidden,Forbidden
UN3356,"OXYGEN GENERATOR, CHEMICAL::GÉNÉRATEUR CHIMIQUE D’OXYGÈNE","OXYGEN GENERATOR, CHEMICAL",GÉNÉRATEUR CHIMIQUE D’OXYGÈNE,5.1,,,41,0,E0,,Forbidden,Forbidden
